Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,Ac abAA   bA CcaBa c    AB bBB Aa Ab ba cCbBB b c b aB BcB  B A ccCacABABc aaCC,1425
BBC  B  cAc B AC aAACc  a CbAba  c,Ac abAA   bA CcaBa c    AB bBB Aa Ab ba cCbBB b c b aB BcB  B A ccCacABABc aaCC,1425
ACab C aAb  Ba ABA aA a BBBcbC Cab,Ac abAA   bA CcaBa c    AB bBB Aa Ab ba cCbBB b c b aB BcB  B A ccCacABABc aaCC,1425
A b ab bcB cbAbC Ac b aBa CC  CAab,Ac abAA   bA CcaBa c    AB bBB Aa Ab ba cCbBB b c b aB BcB  B A ccCacABABc aaCC,1425
CbAbbc ccc a CcBC  aAa  Ca C     b,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,8460
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,8460
BBC  B  cAc B AC aAACc  a CbAba  c,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,8460
ACab C aAb  Ba ABA aA a BBBcbC Cab,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,8460
A b ab bcB cbAbC Ac b aBa CC  CAab,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,8460
CbAbbc ccc a CcBC  aAa  Ca C     b,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,7896
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,7896
BBC  B  cAc B AC aAACc  a CbAba  c,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,7896
ACab C aAb  Ba ABA aA a BBBcbC Cab,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,7896
A b ab bcB cbAbC Ac b aBa CC  CAab,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,7896
CbAbbc ccc a CcBC  aAa  Ca C     b,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,7822
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,7822
BBC  B  cAc B AC aAACc  a CbAba  c,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,7822
ACab C aAb  Ba ABA aA a BBBcbC Cab,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,7822
A b ab bcB cbAbC Ac b aBa CC  CAab,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,7822
CbAbbc ccc a CcBC  aAa  Ca C     b,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,6693
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,6693
BBC  B  cAc B AC aAACc  a CbAba  c,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,6693
ACab C aAb  Ba ABA aA a BBBcbC Cab,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,6693
A b ab bcB cbAbC Ac b aBa CC  CAab,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,6693
CbAbbc ccc a CcBC  aAa  Ca C     b,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,6429
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,6429
BBC  B  cAc B AC aAACc  a CbAba  c,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,6429
ACab C aAb  Ba ABA aA a BBBcbC Cab,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,6429
A b ab bcB cbAbC Ac b aBa CC  CAab,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,6429
CbAbbc ccc a CcBC  aAa  Ca C     b,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,1425
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,1425
BBC  B  cAc B AC aAACc  a CbAba  c,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,1425
ACab C aAb  Ba ABA aA a BBBcbC Cab,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,1425
A b ab bcB cbAbC Ac b aBa CC  CAab,BB  aB baA   bBBc  baaBb a BCA  bbcCCACAbBccAbaaB ba  ABABBAb CBCBBbACAB aCcbcb,1425
CbAbbc ccc a CcBC  aAa  Ca C     b,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,8460
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,8460
BBC  B  cAc B AC aAACc  a CbAba  c,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,8460
ACab C aAb  Ba ABA aA a BBBcbC Cab,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,8460
A b ab bcB cbAbC Ac b aBa CC  CAab,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,8460
CbAbbc ccc a CcBC  aAa  Ca C     b,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,7896
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,7896
BBC  B  cAc B AC aAACc  a CbAba  c,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,7896
ACab C aAb  Ba ABA aA a BBBcbC Cab,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,7896
A b ab bcB cbAbC Ac b aBa CC  CAab,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,7896
CbAbbc ccc a CcBC  aAa  Ca C     b,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,7822
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,7822
BBC  B  cAc B AC aAACc  a CbAba  c,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,7822
ACab C aAb  Ba ABA aA a BBBcbC Cab,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,7822
A b ab bcB cbAbC Ac b aBa CC  CAab,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,7822
CbAbbc ccc a CcBC  aAa  Ca C     b,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,6693
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,6693
BBC  B  cAc B AC aAACc  a CbAba  c,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,6693
ACab C aAb  Ba ABA aA a BBBcbC Cab,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,6693
A b ab bcB cbAbC Ac b aBa CC  CAab,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,6693
CbAbbc ccc a CcBC  aAa  Ca C     b,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,6429
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,6429
BBC  B  cAc B AC aAACc  a CbAba  c,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,6429
ACab C aAb  Ba ABA aA a BBBcbC Cab,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,6429
A b ab bcB cbAbC Ac b aBa CC  CAab,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,6429
CbAbbc ccc a CcBC  aAa  Ca C     b,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,1425
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,1425
BBC  B  cAc B AC aAACc  a CbAba  c,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,1425
ACab C aAb  Ba ABA aA a BBBcbC Cab,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,1425
A b ab bcB cbAbC Ac b aBa CC  CAab,BCa  bbB a bcBb ccaB CACBAAaACCcb CBcCC CaA AAaAb AA B  cca AACaacaAaC  A a AcB,1425
CbAbbc ccc a CcBC  aAa  Ca C     b,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,8460
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,8460
BBC  B  cAc B AC aAACc  a CbAba  c,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,8460
ACab C aAb  Ba ABA aA a BBBcbC Cab,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,8460
A b ab bcB cbAbC Ac b aBa CC  CAab,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,8460
CbAbbc ccc a CcBC  aAa  Ca C     b,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,7896
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,7896
BBC  B  cAc B AC aAACc  a CbAba  c,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,7896
ACab C aAb  Ba ABA aA a BBBcbC Cab,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,7896
A b ab bcB cbAbC Ac b aBa CC  CAab,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,7896
CbAbbc ccc a CcBC  aAa  Ca C     b,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,7822
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,7822
BBC  B  cAc B AC aAACc  a CbAba  c,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,7822
ACab C aAb  Ba ABA aA a BBBcbC Cab,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,7822
A b ab bcB cbAbC Ac b aBa CC  CAab,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,7822
CbAbbc ccc a CcBC  aAa  Ca C     b,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,6693
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,6693
BBC  B  cAc B AC aAACc  a CbAba  c,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,6693
ACab C aAb  Ba ABA aA a BBBcbC Cab,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,6693
A b ab bcB cbAbC Ac b aBa CC  CAab,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,6693
CbAbbc ccc a CcBC  aAa  Ca C     b,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,6429
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,6429
BBC  B  cAc B AC aAACc  a CbAba  c,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,6429
ACab C aAb  Ba ABA aA a BBBcbC Cab,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,6429
A b ab bcB cbAbC Ac b aBa CC  CAab,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,6429
CbAbbc ccc a CcBC  aAa  Ca C     b,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,1425
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,1425
BBC  B  cAc B AC aAACc  a CbAba  c,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,1425
ACab C aAb  Ba ABA aA a BBBcbC Cab,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,1425
A b ab bcB cbAbC Ac b aBa CC  CAab,CcccBbbAca cCAAcbB BaacccaC CA aCcbCb  C  cBBbAB   ccabCbcA BCa A BAAA cbCaAABB,1425
CbAbbc ccc a CcBC  aAa  Ca C     b,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,8460
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,8460
BBC  B  cAc B AC aAACc  a CbAba  c,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,8460
ACab C aAb  Ba ABA aA a BBBcbC Cab,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,8460
A b ab bcB cbAbC Ac b aBa CC  CAab,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,8460
CbAbbc ccc a CcBC  aAa  Ca C     b,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,7896
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,7896
BBC  B  cAc B AC aAACc  a CbAba  c,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,7896
ACab C aAb  Ba ABA aA a BBBcbC Cab,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,7896
A b ab bcB cbAbC Ac b aBa CC  CAab,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,7896
CbAbbc ccc a CcBC  aAa  Ca C     b,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,7822
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,7822
BBC  B  cAc B AC aAACc  a CbAba  c,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,7822
ACab C aAb  Ba ABA aA a BBBcbC Cab,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,7822
A b ab bcB cbAbC Ac b aBa CC  CAab,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,7822
CbAbbc ccc a CcBC  aAa  Ca C     b,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,6693
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,6693
BBC  B  cAc B AC aAACc  a CbAba  c,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,6693
ACab C aAb  Ba ABA aA a BBBcbC Cab,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,6693
A b ab bcB cbAbC Ac b aBa CC  CAab,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,6693
CbAbbc ccc a CcBC  aAa  Ca C     b,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,6429
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,6429
BBC  B  cAc B AC aAACc  a CbAba  c,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,6429
ACab C aAb  Ba ABA aA a BBBcbC Cab,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,6429
A b ab bcB cbAbC Ac b aBa CC  CAab,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,6429
CbAbbc ccc a CcBC  aAa  Ca C     b,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,1425
Bc aAcCcAaCACCbCA ccbaBbC  Baccbcb,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,1425
BBC  B  cAc B AC aAACc  a CbAba  c,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,1425
ACab C aAb  Ba ABA aA a BBBcbC Cab,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,1425
A b ab bcB cbAbC Ac b aBa CC  CAab,aCA  bA  CAabccbC   A BBCAbAbacCbbbacbBBB c CbacABb CCCaaA aAcbC  A B  CbbCBb bc,1425
END
